day,depth,distance,gap,hour,id,latitude,longitude,magnitude,minute,month,area,second,significance,time.full,year
13,53,0.93873947,259.2,14,pr16226011,19.4206,-66.561,3.2,53,8,Puerto Rico,46,158,8/13/2016 14:53,2016
15,1.52,0.188,32,7,us10006dwf,36.4153,-97.3686,3.2,12,8,Oklahoma,14,158,8/15/2016 7:12,2016
19,6.03,0.106,76,22,us10006fc2,36.5307,-98.9055,3.2,32,8,Oklahoma,7,158,8/19/2016 22:32,2016
20,54,0.83183995,302.4,8,pr16233004,19.236,-67.4599,3.2,13,8,Puerto Rico,1,158,8/20/2016 8:13,2016
23,47,0.84800963,295.2,7,pr16236004,19.264,-64.5122,3.2,8,8,British Virgin Islands,53,158,8/23/2016 7:08,2016
23,42,0.82195848,259.2,23,pr16237000,19.1303,-65.9804,3.2,13,8,Puerto Rico,18,158,8/23/2016 23:13,2016
25,56,0.70966907,284.4,9,pr16238007,19.1301,-64.6563,3.2,57,8,British Virgin Islands,9,158,8/25/2016 9:57,2016
28,6.15,0.02379,107,16,nc72667671,35.6823333,-121.1245,3.22,13,7,California,20,164,7/28/2016 16:13,2016
30,20.972,0.08684,77,17,hv61358276,19.8023333,-155.3606667,3.24,12,7,Hawaii,26,169,7/30/2016 17:12,2016
11,9.03,0.212,56,14,mb80165464,45.717,-112.1275,3.24,1,8,Montana,44,162,8/11/2016 14:01,2016
27,2.6,0.994,248,7,us100067t9,52.7406,-166.6875,3.3,13,7,Alaska,37,168,7/27/2016 7:13,2016
30,1.5,0,0,14,ak13819345,52.7821,-166.8001,3.3,12,7,Alaska,57,168,7/30/2016 14:12,2016
3,63,0.99084176,270,0,pr16216003,19.3785,-67.8602,3.3,38,8,Dominican Republic,52,168,8/3/2016 0:38,2016
3,29,0.64139711,234,9,pr16216006,19.1049,-66.3725,3.3,28,8,Puerto Rico,55,168,8/3/2016 9:28,2016
4,57.8,0,0,2,ak13829632,51.963,-170.7836,3.3,12,8,Alaska,10,168,8/4/2016 2:12,2016
5,82,0.51203971,180,21,pr16219000,18.118,-68.0353,3.3,26,8,Dominican Republic,58,168,8/5/2016 21:26,2016
6,9.162,0,50,21,us10006bwj,36.4874,-98.4942,3.3,45,8,Oklahoma,44,168,8/6/2016 21:45,2016
9,10,3.824,278,22,us10006dc2,43.8623,-129.4009,3.3,21,8,Off the coast of Oregon,34,168,8/9/2016 22:21,2016
9,125.6,0.09162816,35.99999712,23,ak13839233,60.0478,-153.2733,3.3,12,8,Alaska,17,168,8/9/2016 23:12,2016
10,119,0.3997503,212.4,20,pr16224000,18.165,-68.591,3.3,53,8,Dominican Republic,11,168,8/10/2016 20:53,2016
12,56,0.61354934,216,1,pr16225003,19.503,-68.5783,3.3,6,8,Dominican Republic,52,168,8/12/2016 1:06,2016
15,27,1.07887666,241.2,1,pr16228001,17.0398,-67.6287,3.3,0,8,Puerto Rico,21,168,8/15/2016 1:00,2016
20,100,0,0,3,ak13856603,63.0389,-151.4062,3.3,58,8,Alaska,20,168,8/20/2016 3:58,2016
23,98,0.64588869,234,8,pr16236009,17.9076,-68.6248,3.3,31,8,Dominican Republic,10,168,8/23/2016 8:31,2016
25,67,0.72763538,288,7,pr16238003,19.1485,-64.6552,3.3,24,8,British Virgin Islands,18,168,8/25/2016 7:24,2016
4,5.15,0.07384,174,6,nc72670265,40.1516667,-120.2126667,3.31,13,8,California,52,175,8/4/2016 6:13,2016
13,5.68,0.04631,103,12,nc72676661,37.4823333,-118.7795,3.31,51,8,California,39,169,8/13/2016 12:51,2016
15,11.53,0.08209,17,17,ci37446943,33.9803333,-116.7178333,3.32,2,8,California,16,190,8/15/2016 17:02,2016
9,4.96,0.08058,113,8,nc72672430,36.2965,-120.7951667,3.34,55,8,California,39,172,8/9/2016 8:55,2016
30,1.57,0.005555,18,13,nc72669111,38.7451667,-122.7158333,3.37,11,7,California,23,181,7/30/2016 13:11,2016
6,13.76,0.1003,28,10,ci37437039,33.1676667,-116.4206667,3.39,39,8,California,18,257,8/6/2016 10:39,2016
28,82,1.12379242,273.6,20,pr16211000,19.4484,-65.2417,3.4,15,7,U.S. Virgin Islands,33,178,7/28/2016 20:15,2016
29,104.7,0.09522142,61.1999951,17,ak13818727,59.7232,-153.1053,3.4,57,7,Alaska,25,178,7/29/2016 17:57,2016
30,5.253,0.5,223,9,us100068rn,20.8197,-155.7173,3.4,12,7,Hawaii,40,178,7/30/2016 9:12,2016
30,33,1.24686161,255.6,21,pr16213000,19.5622,-65.2957,3.4,50,7,Puerto Rico,15,178,7/30/2016 21:50,2016
1,30.39,1.849,223,7,us10006acu,53.1832,-161.0028,3.4,31,8,Alaska,17,178,8/1/2016 7:31,2016
2,103,0.7995006,187.2,22,pr16216001,19.1555,-67.7195,3.4,48,8,Dominican Republic,6,178,8/2/2016 22:48,2016
3,9.6,0,158.3999873,1,ak13829090,55.3625,-158.3999,3.4,25,8,Alaska,22,178,8/3/2016 1:25,2016
3,49.6,0,0,7,ak13829173,61.0451,-150.2174,3.4,51,8,Alaska,28,179,8/3/2016 7:51,2016
3,52.7,0,0,10,ak13829251,61.0581,-150.1958,3.4,32,8,Alaska,3,179,8/3/2016 10:32,2016
3,54,0,201.5999839,10,ak13829264,51.7779,-175.6702,3.4,37,8,Alaska,30,178,8/3/2016 10:37,2016
4,65,1.03306258,216,7,pr16217001,18.0597,-68.5132,3.4,6,8,Dominican Republic,49,178,8/4/2016 7:06,2016
4,8.274,0,57,20,us10006a79,36.4682,-98.7508,3.4,13,8,Oklahoma,7,179,8/4/2016 20:13,2016
6,49.4,0,0,4,ak13832897,61.2892,-150.3973,3.4,53,8,Alaska,42,182,8/6/2016 4:53,2016
8,39.5,0,237.599981,12,ak13836564,51.8532,174.7562,3.4,54,8,Alaska,17,178,8/8/2016 12:54,2016
11,103,0.78961913,313.2,2,pr16224003,17.9279,-68.9422,3.4,40,8,Dominican Republic,33,178,8/11/2016 2:40,2016
14,148,1.12379242,201.6,15,pr16227003,18.1828,-68.379,3.4,33,8,Dominican Republic,9,178,8/14/2016 15:33,2016
15,89,0.65397353,252,9,pr16228005,17.9179,-68.6727,3.4,51,8,Dominican Republic,7,178,8/15/2016 9:51,2016
16,74.3,0,0,1,ak13846635,51.6569,176.7505,3.4,50,8,Alaska,17,178,8/16/2016 1:50,2016
18,39,0.5111414,216,13,pr16231012,18.009,-68.2806,3.4,21,8,Dominican Republic,28,178,8/18/2016 13:21,2016
18,30,0.46712395,255.6,23,pr16232000,19.6182,-68.8322,3.4,54,8,Dominican Republic,50,178,8/18/2016 23:54,2016
21,99,0,0,5,ak13863102,59.5423,-153.0477,3.4,38,8,Alaska,5,178,8/21/2016 5:38,2016
24,5,0.103,51,6,us10006gau,36.0798,-96.7672,3.4,8,8,Oklahoma,56,183,8/24/2016 6:08,2016
12,7.78,0.008619,49,5,nc72675941,36.5765,-121.1765,3.41,8,8,California,5,191,8/12/2016 5:08,2016
17,43.585,0.5271,293,17,hv61377861,19.2873333,-156.4265,3.43,7,8,Hawaii,32,182,8/17/2016 17:07,2016
13,5.35,0.04637,102,15,nc72676746,37.4846667,-118.7798333,3.44,24,8,California,5,186,8/13/2016 15:24,2016
24,2.149,0.01002,86,19,hv61387456,19.3835,-155.2388333,3.48,12,8,Hawaii,53,188,8/24/2016 19:12,2016
13,5.4,0.1152,56,11,nc72676601,37.4808333,-118.7821667,3.49,37,8,California,55,189,8/13/2016 11:37,2016
14,9.41,0.6499,160,20,uw61194066,49.0833333,-120.5413333,3.49,52,8,Canada,8,189,8/14/2016 20:52,2016
28,27.1,0.8453147,201.5999839,16,ak13815507,52.8432,-166.8639,3.5,14,7,Alaska,19,188,7/28/2016 16:14,2016
31,35.24,0.06579,95,14,uw61173722,47.1668333,-123.7083333,3.5,53,7,Washington,27,205,7/31/2016 14:53,2016
1,35.08,0.83,208,18,us10006cse,51.6199,-173.2757,3.5,2,8,Alaska,11,188,8/1/2016 18:02,2016
3,30,0.67373646,241.2,9,pr16216005,19.1399,-66.379,3.5,23,8,Puerto Rico,13,188,8/3/2016 9:23,2016
4,25.7,0,0,1,ak13829589,51.2094,-177.7303,3.5,54,8,Alaska,35,188,8/4/2016 1:54,2016
10,5.246,0,34,12,us10006cmu,35.6613,-97.1824,3.5,34,8,Oklahoma,53,188,8/10/2016 12:34,2016
13,24.8,0,0,3,ak13841855,57.7346,-137.844,3.5,12,8,Alaska,59,188,8/13/2016 3:12,2016
16,5,0.029,49,2,us10006e2j,35.6625,-97.1556,3.5,8,8,Oklahoma,14,194,8/16/2016 2:08,2016
19,2.44,0.317,53,6,us10006ezf,37.5848,-97.8274,3.5,40,8,Kansas,43,205,8/19/2016 6:40,2016
5,5.96,0.8073,228,11,ci37435199,31.2011667,-116.1278333,3.51,25,8,Mexico,33,190,8/5/2016 11:25,2016
21,1.96,0.008494,76,17,nc72682391,37.6231667,-118.8928333,3.53,47,8,California,48,206,8/21/2016 17:47,2016
17,1.68,0.1589,52,23,ci37449175,36.3993333,-117.8653333,3.54,39,8,California,54,199,8/17/2016 23:39,2016
27,163,0.36561432,172.8,3,pr16209001,18.6138,-68.7526,3.6,0,7,Dominican Republic,19,199,7/27/2016 3:00,2016
27,28.02,0.352,129,9,us20006i31,55.1608,-159.3778,3.6,51,7,Alaska,4,199,7/27/2016 9:51,2016
28,4.725,0,37,21,us10006898,36.2168,-97.5742,3.6,35,7,Oklahoma,18,213,7/28/2016 21:35,2016
30,75.3,0,0,21,ak13819823,60.7586,-151.739,3.6,59,7,Alaska,25,199,7/30/2016 21:59,2016
4,63.6,0,0,8,ak13829911,57.8355,-154.8599,3.6,0,8,Alaska,0,199,8/4/2016 8:00,2016
7,47.45,0.482,194,23,us10006c2m,51.7989,-175.2099,3.6,12,8,Alaska,25,199,8/7/2016 23:12,2016
9,6.9,0,0,17,us10006cge,36.211,-97.575,3.6,46,8,Oklahoma,34,200,8/9/2016 17:46,2016
15,4.4,0.06266,49,12,nc72677741,36.7015,-121.338,3.62,17,8,California,21,206,8/15/2016 12:17,2016
27,7.5,0,0,21,us100067xv,61.2297,-139.2366,3.7,42,7,Canada,17,211,7/27/2016 21:42,2016
30,10,1.97,220,20,us10006a44,53.1525,-161.3268,3.7,2,7,Alaska,38,211,7/30/2016 20:02,2016
9,6.444,0,30,17,us10006cgk,36.2137,-97.5688,3.7,54,8,Oklahoma,26,213,8/9/2016 17:54,2016
10,80.76,0.06,127,11,us10006dui,18.8043,-69.32,3.7,21,8,Dominican Republic,30,212,8/10/2016 11:21,2016
2,8.95,0.05725,194,7,nc72669395,40.1411667,-120.2295,3.74,31,8,California,4,243,8/2/2016 7:31,2016
24,2.969,0.01005,43,18,hv61387321,19.3851667,-155.2406667,3.76,17,8,Hawaii,54,224,8/24/2016 18:17,2016
29,72.5,1.385202,201.5999839,7,ak13817067,51.8256,176.2708,3.8,30,7,Alaska,27,222,7/29/2016 7:30,2016
11,35.72,1.416,210,18,us10006d4t,51.2614,-174.2214,3.8,39,8,Alaska,23,222,8/11/2016 18:39,2016
13,17.6,0,0,23,ak13842401,51.6085,-174.3213,3.8,11,8,Alaska,10,222,8/13/2016 23:11,2016
24,11.4,0,0,7,ak13877140,67.2292,-142.9896,3.8,8,8,Alaska,36,222,8/24/2016 7:08,2016
10,8.04,0.1169,111,9,nc72673090,39.9603333,-122.7846667,3.84,12,8,California,28,229,8/10/2016 9:12,2016
3,1,0,0,11,us100069ry,60.1623,-139.5874,3.9,4,8,Alaska,33,234,8/3/2016 11:04,2016
6,10,3.952,201,19,us10006bwe,44.3421,-129.4701,3.9,51,8,Off the coast of Oregon,33,235,8/6/2016 19:51,2016
6,101,1.13726715,237.6,22,pr16220001,19.4428,-65.4365,3.9,28,8,Puerto Rico,55,234,8/6/2016 22:28,2016
7,45.97,0.829,209,20,us10006fgh,51.3946,-174.4984,3.9,44,8,Alaska,32,234,8/7/2016 20:44,2016
8,218.8,1.41,94,18,us10006e22,-24.124,-67.3146,3.9,27,8,Argentina,17,234,8/8/2016 18:27,2016
9,6.6,0,0,17,us10006cgg,36.211,-97.57,3.9,46,8,Oklahoma,41,323,8/9/2016 17:46,2016
12,118.07,0.519,80,13,us10006dcz,-20.5389,-69.3442,3.9,7,8,Chile,27,234,8/12/2016 13:07,2016
12,42.1,0,0,16,us10006dg1,-34.905,-71.825,3.9,25,8,Chile,2,234,8/12/2016 16:25,2016
23,50.16,1.402,224,8,us10006g5r,-1.93,-80.2043,3.9,54,8,Ecuador,24,234,8/23/2016 8:54,2016
23,4.51,0.449,64,12,us10006g0b,36.992,-104.9418,3.9,56,8,Colorado,11,236,8/23/2016 12:56,2016
4,5.31,0.3046,143,0,nc72670070,40.1506667,-120.2153333,3.99,58,8,California,32,255,8/4/2016 0:58,2016
27,227.52,1.166,92,7,us20006i2h,-23.3566,-66.9895,4,45,7,Argentina,53,246,7/27/2016 7:45,2016
29,442.35,5.7,257,10,us100069r1,-31.9132,179.3506,4,30,7,New Zealand,0,246,7/29/2016 10:30,2016
29,42.98,1.068,205,14,us100068gx,52.7785,-166.4747,4,2,7,Alaska,2,246,7/29/2016 14:02,2016
30,206.15,3.5,158,17,us100069v7,18.7597,145.8903,4,57,7,Northern Mariana Islands,43,246,7/30/2016 17:57,2016
30,123.7,0,0,23,us100068wj,-21.764,-68.449,4,41,7,Chile,45,246,7/30/2016 23:41,2016
1,513.2,4.578,168,0,us10006acb,-25.1055,179.8371,4,14,8,South of the Fiji Islands,33,246,8/1/2016 0:14,2016
2,44.12,5.006,204,4,us10006aee,44.3692,149.5521,4,54,8,Russia,25,246,8/2/2016 4:54,2016
2,10,0.609,37,15,us100069j7,40.3336,33.3066,4,30,8,Turkey,53,246,8/2/2016 15:30,2016
3,104.9,0,0,17,us100069xc,-22.855,-68.714,4,26,8,Chile,23,246,8/3/2016 17:26,2016
3,34.95,0.851,196,20,us100069yf,51.4562,-173.7246,4,16,8,Alaska,47,246,8/3/2016 20:16,2016
6,342.8,6.767,131,19,us10006ccd,21.5472,143.1465,4,49,8,Northern Mariana Islands,41,246,8/6/2016 19:49,2016
8,147.42,1.209,115,7,us10006cwz,36.4236,71.0451,4,58,8,Afghanistan,7,246,8/8/2016 7:58,2016
9,360.41,2.9,152,3,us10006cyu,47.3008,146.9788,4,44,8,Russia,8,246,8/9/2016 3:44,2016
10,5,0.154,42,7,us10006ckm,35.6771,-97.1894,4,4,8,Oklahoma,49,285,8/10/2016 7:04,2016
12,10.55,0.153,49,1,us10006d79,36.6385,-98.0775,4,27,8,Oklahoma,10,264,8/12/2016 1:27,2016
16,11.88,1.715,68,21,us10006ebd,38.629,38.0224,4,7,8,Turkey,6,246,8/16/2016 21:07,2016
17,1.18,0.074,20,9,us10006eew,35.6867,-97.1082,4,34,8,Oklahoma,29,531,8/17/2016 9:34,2016
23,139,0.62253249,190.8,11,pr16236007,18.1033,-68.8768,4,49,8,Dominican Republic,44,246,8/23/2016 11:49,2016
23,7.75,0.35,125,22,us10006g7u,42.6196,13.0957,4,19,8,Italy,44,246,8/23/2016 22:19,2016
31,3.2,0.03565,30,12,ci37644544,32.9583333,-115.7605,4.03,21,7,California,5,266,7/31/2016 12:21,2016
27,193.92,1.471,124,9,us20006i2u,-24.1725,-67.2739,4.1,21,7,Argentina,5,259,7/27/2016 9:21,2016
28,107.72,1.034,159,19,us100069im,1.8134,127.3515,4.1,56,7,Indonesia,24,259,7/28/2016 19:56,2016
28,26.25,1.17,168,23,us1000689z,38.3222,142.1584,4.1,42,7,Japan,16,259,7/28/2016 23:42,2016
29,206.5,1.379,98,20,us100069tf,36.4487,70.5869,4.1,46,7,Afghanistan,38,259,7/29/2016 20:46,2016
30,99.16,3.248,142,0,us100069tr,55.7146,161.7466,4.1,18,7,Russia,4,259,7/30/2016 0:18,2016
30,28.23,3.172,106,7,us100069uf,29.068,94.6895,4.1,58,7,China,56,259,7/30/2016 7:58,2016
31,10,4.138,166,9,us10006a4j,-19.1824,111.7783,4.1,45,7,Northwest of Australia,49,259,7/31/2016 9:45,2016
31,75.27,0.57,154,12,us10006bq2,15.5237,-93.7803,4.1,43,7,Mexico,18,259,7/31/2016 12:43,2016
31,313.51,3.377,153,15,us10006915,46.9009,147.689,4.1,21,7,Russia,42,259,7/31/2016 15:21,2016
31,10,1.313,51,23,us10006939,36.09,-7.8299,4.1,48,7,Portugal,49,259,7/31/2016 23:48,2016
1,194.29,3.237,151,11,us10006ad8,18.4952,145.6859,4.1,57,8,Northern Mariana Islands,53,259,8/1/2016 11:57,2016
1,182.62,3.46,123,12,us10006ad4,18.7069,145.4705,4.1,44,8,Northern Mariana Islands,4,259,8/1/2016 12:44,2016
1,10,0.499,52,17,us10006ada,31.5369,50.8663,4.1,4,8,Iran,42,259,8/1/2016 17:04,2016
1,38.2,0,0,20,ak13824636,62.049,-149.3909,4.1,25,8,Alaska,1,293,8/1/2016 20:25,2016
2,144.66,4.49,156,22,us10006afd,49.3789,153.7283,4.1,45,8,Russia,20,259,8/2/2016 22:45,2016
5,599.18,3.331,74,23,us10006bsz,-18.0412,-178.4624,4.1,44,8,Fiji,46,259,8/5/2016 23:44,2016
7,41.83,1.43,138,12,us10006byl,35.2351,31.6188,4.1,8,8,Cyprus,18,259,8/7/2016 12:08,2016
8,103.45,1.521,223,8,us10006cx0,-4.2667,153.6873,4.1,27,8,Papua New Guinea,7,259,8/8/2016 8:27,2016
11,111.2,0,0,14,ak13840522,59.7282,-153.3328,4.1,34,8,Alaska,59,264,8/11/2016 14:34,2016
11,130.76,2.207,83,17,us10006d4d,-6.7823,129.426,4.1,53,8,Indonesia,58,259,8/11/2016 17:53,2016
16,8.1,0,0,15,ak13846870,56.9786,-157.8265,4.1,58,8,Alaska,41,259,8/16/2016 15:58,2016
16,144.99,2.343,85,20,us10006fsk,-7.304,129.0343,4.1,38,8,Indonesia,39,259,8/16/2016 20:38,2016
16,6.075,0,59,22,us10006ebk,36.2476,-98.4451,4.1,39,8,Oklahoma,5,266,8/16/2016 22:39,2016
20,39.31,0.616,206,9,us10006ff1,14.1563,-92.2068,4.1,59,8,Guatemala,18,259,8/20/2016 9:59,2016
22,114.24,0.594,50,9,us10006frx,-21.3827,-68.7817,4.1,47,8,Chile,15,259,8/22/2016 9:47,2016
23,2,0,0,19,ak13876210,62.302,-133.483,4.1,36,8,Canada,23,259,8/23/2016 19:36,2016
23,10,0.4,84,22,us10006g7m,42.7347,13.2367,4.1,5,8,Italy,57,259,8/23/2016 22:05,2016
24,7.33,0.162,67,19,us20006tqg,42.6728,13.1422,4.1,22,8,Italy,6,259,8/24/2016 19:22,2016
24,10,2.053,162,21,us20006tr6,36.5511,-11.2826,4.1,33,8,Portugal,27,259,8/24/2016 21:33,2016
25,28.59,0.431,155,9,us20006u1q,8.9481,-83.6911,4.1,34,8,Costa Rica,3,260,8/25/2016 9:34,2016
27,234.15,2.9,87,5,us100069gj,1.3512,124.434,4.2,53,7,Indonesia,32,271,7/27/2016 5:53,2016
27,114.7,3.705,134,18,us100069h3,-5.9001,145.8818,4.2,38,7,Papua New Guinea,40,271,7/27/2016 18:38,2016
28,10,1.639,56,2,us100067z6,42.9566,40.8998,4.2,5,7,Georgia,15,271,7/28/2016 2:05,2016
30,224.79,3.167,122,0,us100069ts,18.4129,145.4834,4.2,36,7,Northern Mariana Islands,51,271,7/30/2016 0:36,2016
30,183.93,3.785,172,1,us100069ty,19.039,146.0543,4.2,21,7,Northern Mariana Islands,45,271,7/30/2016 1:21,2016
30,206.79,3.292,153,7,us100069uc,18.5512,145.7425,4.2,22,7,Northern Mariana Islands,50,271,7/30/2016 7:22,2016
30,13.53,1.988,39,15,us100068uh,51.5648,16.184,4.2,10,7,Poland,38,271,7/30/2016 15:10,2016
30,11,0,0,16,us100068v0,44.94,7.21,4.2,21,7,Italy,38,283,7/30/2016 16:21,2016
30,142.08,1.303,122,16,us100069v2,8.2078,126.2327,4.2,22,7,Philippines,14,271,7/30/2016 16:22,2016
31,57.96,5.601,127,6,us10006a53,-55.9389,-27.1666,4.2,9,7,South Georgia and the South Sandwich Islands,10,271,7/31/2016 6:09,2016
31,180.24,2.801,117,6,us10006a4g,-6.7544,107.9482,4.2,46,7,Indonesia,45,271,7/31/2016 6:46,2016
31,205.76,3.49,132,9,us10006a4k,18.7202,145.3089,4.2,51,7,Northern Mariana Islands,3,271,7/31/2016 9:51,2016
31,46.92,5.522,133,23,us10006aca,20.3609,143.5454,4.2,40,7,Northern Mariana Islands,1,271,7/31/2016 23:40,2016
1,195.22,3.342,108,0,us10006acc,18.6009,145.7131,4.2,44,8,Northern Mariana Islands,37,271,8/1/2016 0:44,2016
1,48.89,2.081,222,7,us10006act,-3.637,150.1521,4.2,5,8,Papua New Guinea,4,271,8/1/2016 7:05,2016
1,30.23,0.67,222,10,us10006ad1,-40.3063,176.9763,4.2,36,8,New Zealand,50,271,8/1/2016 10:36,2016
2,94.03,1.431,95,9,us10006af9,10.8118,-62.2367,4.2,13,8,Venezuela,31,271,8/2/2016 9:13,2016
2,171.11,1.441,107,10,us100069fw,-20.8192,-67.9641,4.2,25,8,Bolivia,8,271,8/2/2016 10:25,2016
2,501.74,6.979,175,18,us10006af3,-24.5027,-179.9427,4.2,16,8,South of the Fiji Islands,20,271,8/2/2016 18:16,2016
3,162.23,0.427,89,11,us10006afm,31.1358,130.2071,4.2,46,8,Japan,57,271,8/3/2016 11:46,2016
3,526.13,2.999,79,18,us10006afw,-17.638,-178.8027,4.2,39,8,Fiji,59,271,8/3/2016 18:39,2016
6,9.89,1.546,82,1,us10006bta,40.6533,23.4104,4.2,17,8,Greece,2,271,8/6/2016 1:17,2016
6,10,1.135,170,6,us10006btx,-31.768,-72.2577,4.2,5,8,Chile,22,271,8/6/2016 6:05,2016
6,10,2.853,156,16,us10006cc8,17.6247,147.4437,4.2,51,8,Northern Mariana Islands,35,271,8/6/2016 16:51,2016
6,10,4.16,51,17,us10006cca,-25.5173,129.8064,4.2,16,8,Australia,34,271,8/6/2016 17:16,2016
7,45.04,2.379,123,6,us10006bxp,-2.9668,129.8665,4.2,26,8,Indonesia,3,271,8/7/2016 6:26,2016
7,156.78,2.094,115,6,us10006cll,-6.4237,129.8778,4.2,39,8,Indonesia,27,271,8/7/2016 6:39,2016
7,195.34,3.416,135,19,us10006clx,18.6285,145.1944,4.2,13,8,Northern Mariana Islands,26,271,8/7/2016 19:13,2016
8,171.77,7.847,124,8,us10006cx2,-24.2851,-177.2499,4.2,53,8,South of the Fiji Islands,28,271,8/8/2016 8:53,2016
8,43.43,4.756,79,18,us10006cxe,26.054,99.9187,4.2,30,8,China,40,271,8/8/2016 18:30,2016
9,498.5,12.956,186,3,us10006cys,-24.656,-179.9177,4.2,41,8,South of the Fiji Islands,8,271,8/9/2016 3:41,2016
9,73.9,0,0,9,us10006ccn,-23.243,-69.41,4.2,57,8,Chile,19,271,8/9/2016 9:57,2016
9,182.18,1.259,105,19,us10006czg,-8.0281,-73.9401,4.2,9,8,Peru,5,271,8/9/2016 19:09,2016
10,63.2,0.465,119,12,us10006dc7,52.7877,159.3118,4.2,51,8,Russia,45,271,8/10/2016 12:51,2016
11,55.93,0.995,181,18,us10006d4f,13.6293,-91.2355,4.2,2,8,Guatemala,29,271,8/11/2016 18:02,2016
12,65.66,0.558,121,14,us10006de9,-40.3093,-72.9593,4.2,49,8,Chile,2,272,8/12/2016 14:49,2016
12,433.16,1.551,70,15,us10006dfc,26.9857,140.4491,4.2,39,8,Japan,47,271,8/12/2016 15:39,2016
13,218.86,1.079,83,5,us10006djl,36.6345,70.9028,4.2,46,8,Afghanistan,18,271,8/13/2016 5:46,2016
15,574.4,2.389,145,18,us10006f32,-4.3163,149.6298,4.2,44,8,Papua New Guinea,59,271,8/15/2016 18:44,2016
17,113,0,0,8,us10006ejj,-11.61,-76.95,4.2,36,8,Peru,22,273,8/17/2016 8:36,2016
17,366.98,3.384,137,12,us10006fta,-32.0265,179.8177,4.2,14,8,New Zealand,15,271,8/17/2016 12:14,2016
19,317.32,3.859,166,11,us10006f4n,50.6225,152.9402,4.2,48,8,Russia,18,271,8/19/2016 11:48,2016
19,23.3,0,0,13,ak13853965,61.6036,-146.3339,4.2,36,8,Alaska,28,275,8/19/2016 13:36,2016
19,163.8,0.164,86,16,us10006f91,37.4069,71.7979,4.2,1,8,Tajikistan,26,271,8/19/2016 16:01,2016
19,10,0.618,94,18,us10006fb2,38.4176,70.5856,4.2,32,8,Tajikistan,10,271,8/19/2016 18:32,2016
21,186.81,1.273,54,12,us10006fle,-23.9638,-67.331,4.2,35,8,Argentina,36,271,8/21/2016 12:35,2016
22,10,0.195,130,15,us10006fuv,22.9839,120.9679,4.2,8,8,Taiwan,14,271,8/22/2016 15:08,2016
23,397.25,5.55,72,20,us10006g77,-4.5144,126.2058,4.2,13,8,Indonesia,40,271,8/23/2016 20:13,2016
27,60.16,2.169,85,10,us20006i32,-7.237,-76.2101,4.3,6,7,Peru,33,284,7/27/2016 10:06,2016
27,27.62,0.305,149,20,us100067xj,-30.3675,-71.6354,4.3,34,7,Chile,20,284,7/27/2016 20:34,2016
27,76.01,1.686,124,20,us100069hu,-4.8885,153.7064,4.3,34,7,Papua New Guinea,48,284,7/27/2016 20:34,2016
28,10,11.103,88,21,us100069qq,-31.9528,56.825,4.3,49,7,Southwest Indian Ridge,37,284,7/28/2016 21:49,2016
29,47.8,1.98,78,0,us100068a3,9.2515,-77.8334,4.3,36,7,Panama,37,284,7/29/2016 0:36,2016
29,33.28,0.903,190,3,us100068ay,-31.7275,-71.8635,4.3,35,7,Chile,35,284,7/29/2016 3:35,2016
29,109.15,2.293,130,15,us100068hh,-16.4045,-71.5974,4.3,0,7,Peru,31,284,7/29/2016 15:00,2016
29,205.72,3.296,105,18,us100069rd,18.5465,145.5361,4.3,15,7,Northern Mariana Islands,53,284,7/29/2016 18:15,2016
30,142.2,0.481,94,1,us100069tx,42.8936,142.098,4.3,12,7,Japan,56,284,7/30/2016 1:12,2016
30,23.73,0.531,201,3,us100068q4,35.868,140.6708,4.3,40,7,Japan,38,291,7/30/2016 3:40,2016
30,226.48,3.336,89,8,us100069uh,18.5938,145.6535,4.3,20,7,Northern Mariana Islands,11,284,7/30/2016 8:20,2016
30,68.41,0.257,98,14,us100068u2,42.2231,142.9524,4.3,1,7,Japan,51,284,7/30/2016 14:01,2016
30,21.7,1.181,77,18,us100069v8,26.0421,129.2523,4.3,2,7,Japan,12,284,7/30/2016 18:02,2016
30,186.01,3.316,124,19,us100069vc,18.5756,145.8055,4.3,6,7,Northern Mariana Islands,46,284,7/30/2016 19:06,2016
31,6.37,0.953,174,1,us100068xc,51.4128,-179.1796,4.3,58,7,Alaska,31,284,7/31/2016 1:58,2016
31,203,3.21,120,10,us10006a4l,18.464,145.5897,4.3,20,7,Northern Mariana Islands,33,284,7/31/2016 10:20,2016
31,72.24,1.782,102,10,us10006a4m,-10.0397,161.6513,4.3,59,7,Solomon Islands,38,284,7/31/2016 10:59,2016
1,57.43,2.67,155,11,us10006ad7,-9.9163,-78.5749,4.3,43,8,Peru,37,284,8/1/2016 11:43,2016
1,564.06,3.254,52,13,us10006996,-17.8301,-178.5327,4.3,45,8,Fiji,23,284,8/1/2016 13:45,2016
1,110.2,1.212,91,18,us100069bm,36.4155,71.0587,4.3,21,8,Afghanistan,47,284,8/1/2016 18:21,2016
2,222.7,1.977,33,14,us100069hr,-21.4188,-66.8215,4.3,4,8,Bolivia,10,284,8/2/2016 14:04,2016
2,245.82,3.266,83,15,us10006aez,-15.2594,-174.8534,4.3,11,8,Tonga,59,284,8/2/2016 15:11,2016
2,192.68,3.263,143,15,us10006af0,18.5192,145.6258,4.3,18,8,Northern Mariana Islands,46,284,8/2/2016 15:18,2016
