day,depth,distance,gap,hour,id,latitude,longitude,magnitude,minute,month,area,second,significance,time.full,year
12,8,0.35483454,316.8,19,pr16225013,18.2586,-67.8305,2.7,6,8,Puerto Rico,21,112,8/12/2016 19:06,2016
12,46,1.15523346,288,19,pr16225014,19.5415,-67.5927,2.7,51,8,Puerto Rico,53,112,8/12/2016 19:51,2016
13,108,0,0,1,ak13841831,59.6982,-153.1597,2.7,46,8,Alaska,6,112,8/13/2016 1:46,2016
13,12.9,0,0,10,ak13841962,51.0928,-179.659,2.7,7,8,Alaska,1,112,8/13/2016 10:07,2016
13,1,0,0,15,us10006dpt,46.762,-70.424,2.7,44,8,Canada,4,112,8/13/2016 15:44,2016
13,5,0.143,48,23,us10006dp4,36.6296,-98.0707,2.7,22,8,Oklahoma,55,112,8/13/2016 23:22,2016
14,7.58,0.132,39,9,us10006drc,36.2427,-97.7874,2.7,13,8,Oklahoma,3,112,8/14/2016 9:13,2016
15,43,0.464429,255.6,2,pr16228003,18.8654,-66.8553,2.7,30,8,Puerto Rico,28,112,8/15/2016 2:30,2016
16,24,0.53449759,313.2,8,pr16229005,18.8651,-64.3062,2.7,58,8,British Virgin Islands,58,112,8/16/2016 8:58,2016
16,5.71,0.248,75,12,us10006e58,36.5088,-97.2197,2.7,29,8,Oklahoma,5,112,8/16/2016 12:29,2016
17,29,1.15253851,270,22,pr16231002,19.5396,-67.5757,2.7,0,8,Puerto Rico,58,112,8/17/2016 22:00,2016
17,5,0.41771661,324,23,pr16231006,18.6676,-67.5,2.7,53,8,Puerto Rico,54,112,8/17/2016 23:53,2016
18,3.9,0.238,43,13,us10006es7,36.3708,-97.7138,2.7,13,8,Oklahoma,58,112,8/18/2016 13:13,2016
18,5,0.131,30,19,us10006evm,36.2635,-97.6848,2.7,5,8,Oklahoma,5,112,8/18/2016 19:05,2016
19,50,0,0,13,ak13853957,59.0357,-152.4349,2.7,33,8,Alaska,27,112,8/19/2016 13:33,2016
20,2,0,0,10,ak13858364,56.6207,-148.4718,2.7,56,8,Alaska,8,112,8/20/2016 10:56,2016
21,5,0.156,64,0,us10006fj0,36.1793,-97.5112,2.7,49,8,Oklahoma,47,112,8/21/2016 0:49,2016
23,114,0.19942599,183.6,0,pr16236001,18.388,-66.0282,2.7,49,8,Puerto Rico,37,112,8/23/2016 0:49,2016
23,85,0.87406077,342,9,pr16236010,18.9643,-64.1315,2.7,10,8,British Virgin Islands,53,112,8/23/2016 9:10,2016
24,35,0.76716125,306,13,pr16237006,19.1047,-64.779,2.7,21,8,British Virgin Islands,6,112,8/24/2016 13:21,2016
25,42,0.77255114,320.4,9,pr16238013,19.117,-64.8154,2.7,31,8,British Virgin Islands,23,112,8/25/2016 9:31,2016
14,3.29,0.05565,71,6,nc72677136,40.0275,-120.8158333,2.71,21,8,California,20,114,8/14/2016 6:21,2016
13,5.36,0.1131,104,13,nc72676681,37.4826667,-118.7835,2.72,48,8,California,48,114,8/13/2016 13:48,2016
13,4.88,0.0507,104,15,nc72676756,37.4833333,-118.7851667,2.73,30,8,California,49,115,8/13/2016 15:30,2016
10,14.98,0.05222,15,18,ci37441431,33.647,-116.7306667,2.74,0,8,California,54,123,8/10/2016 18:00,2016
24,6.533,0.03378,61,11,hv61386941,19.3483333,-155.2166667,2.74,52,8,Hawaii,37,116,8/24/2016 11:52,2016
28,5.87,0.3834,141,18,ci37642072,33.001,-117.7703333,2.75,47,7,California,44,116,7/28/2016 18:47,2016
27,2.25,0.4965,116,20,nm60152966,35.4215,-93.0776667,2.76,19,7,Arkansas,39,137,7/27/2016 20:19,2016
1,2.992,0.02629,77,7,hv61360201,19.4286667,-155.6161667,2.76,16,8,Hawaii,12,117,8/1/2016 7:16,2016
18,0.45,0.2506,208,10,uw61180827,46.5395,-121.6138333,2.77,11,8,Washington,46,118,8/18/2016 10:11,2016
9,1.61,0.00822,36,0,ci37439567,36.032,-117.771,2.78,24,8,California,56,119,8/9/2016 0:24,2016
9,4.37,0.01298,27,5,nm60128092,36.7956667,-89.4768333,2.78,5,8,Missouri,39,134,8/9/2016 5:05,2016
13,4.95,0.1149,105,13,nc72676676,37.4801667,-118.786,2.78,41,8,California,49,119,8/13/2016 13:41,2016
27,43,0.63331228,288,21,pr16210000,18.9834,-66.7925,2.8,41,7,Puerto Rico,30,121,7/27/2016 21:41,2016
28,128.3,0.4284964,17.99999856,20,ak13816003,63.1233,-150.9305,2.8,57,7,Alaska,5,121,7/28/2016 20:57,2016
28,8.12,0,72,22,us1000689i,36.4441,-96.8855,2.8,21,7,Oklahoma,16,121,7/28/2016 22:21,2016
29,14,0.59827798,237.6,17,pr16211010,18.909,-65.2468,2.8,54,7,Puerto Rico,7,121,7/29/2016 17:54,2016
29,42.48,0.412,195,23,us10006ctg,51.8957,-174.3648,2.8,51,7,Alaska,41,121,7/29/2016 23:51,2016
30,2.92,0.134,43,3,us100068q1,36.2471,-97.6088,2.8,29,7,Oklahoma,2,121,7/30/2016 3:29,2016
30,181.3,0,208.7999833,13,ak13839993,53.2828,-169.1466,2.8,5,7,Alaska,33,121,7/30/2016 13:05,2016
31,77,0,89.9999928,6,ak13820346,59.469,-152.7015,2.8,4,7,Alaska,30,121,7/31/2016 6:04,2016
31,46.2,0,133.1999893,14,ak13821053,55.6903,-158.4671,2.8,9,7,Alaska,30,121,7/31/2016 14:09,2016
31,57.3,0,136.7999891,23,ak13821946,56.0377,-155.9464,2.8,27,7,Alaska,32,121,7/31/2016 23:27,2016
1,20,0.13474729,273.6,7,pr16214001,18.52,-67.4789,2.8,23,8,Puerto Rico,48,121,8/1/2016 7:23,2016
1,21,0.13025572,205.2,9,pr16214002,18.5988,-66.772,2.8,4,8,Puerto Rico,56,121,8/1/2016 9:04,2016
1,5.62,0.008365,61,13,nc72668950,35.7458333,-121.1395,2.8,39,8,California,58,121,8/1/2016 13:39,2016
1,25.6,0,226,20,us10006cyg,51.0021,-177.116,2.8,38,8,Alaska,13,121,8/1/2016 20:38,2016
2,104.3,0,46.79999626,8,ak13826918,60.0561,-152.9186,2.8,30,8,Alaska,58,121,8/2/2016 8:30,2016
2,39.4,0,215,19,us10006d09,53.5516,-163.9197,2.8,25,8,Alaska,6,121,8/2/2016 19:25,2016
3,30,0.63241396,255.6,9,pr16216007,19.0893,-66.3498,2.8,25,8,Puerto Rico,53,121,8/3/2016 9:25,2016
3,10.2,0.387,88.76,19,nn00554425,39.2894,-115.2106,2.8,30,8,Nevada,24,121,8/3/2016 19:30,2016
4,5.89,0.08896,147,1,nc72670090,40.1531667,-120.1905,2.8,11,8,California,34,123,8/4/2016 1:11,2016
5,8.27,0.114,50,2,us10006a8y,36.7577,-98.0795,2.8,59,8,Oklahoma,52,122,8/5/2016 2:59,2016
5,30,1.32052347,316.8,11,pr16218007,19.6345,-65.3454,2.8,39,8,Puerto Rico,29,121,8/5/2016 11:39,2016
5,2.77,0.209,16,16,us10006bmu,36.2813,-97.5136,2.8,27,8,Oklahoma,38,121,8/5/2016 16:27,2016
5,5.854,0,30,18,us10006bqy,36.2154,-97.5726,2.8,1,8,Oklahoma,36,121,8/5/2016 18:01,2016
6,94.8,0,172.7999862,14,ak13833674,53.5998,-168.7443,2.8,51,8,Alaska,6,121,8/6/2016 14:51,2016
7,30.6,0,0,9,ak13834549,58.7101,-151.4016,2.8,20,8,Alaska,54,121,8/7/2016 9:20,2016
8,21,0.66475331,248.4,5,pr16221008,19.1334,-66.397,2.8,27,8,Puerto Rico,7,121,8/8/2016 5:27,2016
8,9,0.36830927,205.2,5,pr16221009,18.7544,-67.4671,2.8,28,8,Puerto Rico,22,121,8/8/2016 5:28,2016
8,10,0.33417329,205.2,7,pr16221020,18.7201,-67.4704,2.8,11,8,Puerto Rico,8,121,8/8/2016 7:11,2016
10,5,0.134,46,8,us10006cl4,36.7052,-98.0959,2.8,20,8,Oklahoma,20,121,8/10/2016 8:20,2016
12,16.8,0,0,17,ak13841671,55.3817,-158.4217,2.8,21,8,Alaska,41,121,8/12/2016 17:21,2016
12,39,0.41771661,205.2,20,pr16226000,18.6875,-65.7969,2.8,41,8,Puerto Rico,56,121,8/12/2016 20:41,2016
13,12.9,0,0,7,ak13841920,55.4921,-158.496,2.8,7,8,Alaska,5,121,8/13/2016 7:07,2016
13,88,0.62702407,327.6,8,pr16226008,18.1895,-68.1072,2.8,14,8,Dominican Republic,8,121,8/13/2016 8:14,2016
13,21,0.53449759,324,14,pr16226012,18.8572,-64.294,2.8,20,8,British Virgin Islands,10,121,8/13/2016 14:20,2016
14,137.4,0,0,1,ak13842591,51.8853,178.3211,2.8,57,8,Alaska,23,121,8/14/2016 1:57,2016
15,100,0,0,0,ak13844493,61.7665,-151.4605,2.8,52,8,Alaska,40,121,8/15/2016 0:52,2016
15,79,0.35213959,205.2,2,pr16228004,18.7224,-67.5899,2.8,31,8,Puerto Rico,12,121,8/15/2016 2:31,2016
17,58,0.7051775,291.6,13,pr16230003,19.1072,-64.7865,2.8,18,8,British Virgin Islands,3,121,8/17/2016 13:18,2016
17,5.736,0,59,15,us10006eit,35.6709,-97.0902,2.8,55,8,Oklahoma,23,121,8/17/2016 15:55,2016
19,15,0,0,6,ak13852596,61.3181,-146.8283,2.8,32,8,Alaska,25,121,8/19/2016 6:32,2016
19,5,0.164,64,18,us10006fau,35.4392,-97.8302,2.8,22,8,Oklahoma,14,121,8/19/2016 18:22,2016
20,100,0,0,17,ak13860002,62.5391,-151.548,2.8,28,8,Alaska,54,121,8/20/2016 17:28,2016
20,77,0.35393622,183.6,22,pr16234002,18.6518,-68.0367,2.8,31,8,Dominican Republic,37,121,8/20/2016 22:31,2016
21,4.31,0.07,28,6,us10006fkc,37.0396,-97.8554,2.8,49,8,Kansas,49,125,8/21/2016 6:49,2016
21,12,0.96568893,306,13,pr16234009,19.2933,-64.918,2.8,25,8,British Virgin Islands,10,121,8/21/2016 13:25,2016
21,15,0,0,23,ak13866685,61.9364,-143.4948,2.8,17,8,Alaska,55,121,8/21/2016 23:17,2016
23,100,0,0,11,ak13873720,61.8113,-152.0498,2.8,17,8,Alaska,21,121,8/23/2016 11:17,2016
23,10.07,0.0537,122,16,uu60159237,37.0523333,-112.8721667,2.8,47,8,Utah,17,121,8/23/2016 16:47,2016
24,5,0,0,7,ak13877155,67.1998,-142.9781,2.8,13,8,Alaska,50,121,8/24/2016 7:13,2016
24,5,0,0,17,ak13878381,67.1566,-143.1224,2.8,19,8,Alaska,17,121,8/24/2016 17:19,2016
25,22,0.92346811,327.6,0,pr16238000,19.26,-64.7488,2.8,55,8,British Virgin Islands,12,121,8/25/2016 0:55,2016
25,29,0.76356799,277.2,8,pr16238006,19.1686,-64.7845,2.8,25,8,British Virgin Islands,57,121,8/25/2016 8:25,2016
25,5,0,0,9,ak13878664,68.5037,-147.0407,2.8,55,8,Alaska,48,121,8/25/2016 9:55,2016
25,1,0,0,9,ak13878670,68.4871,-147.1585,2.8,58,8,Alaska,52,121,8/25/2016 9:58,2016
25,19.03,0.8712,201,13,uw61184772,44.854,-117.8953333,2.83,45,8,Oregon,23,123,8/25/2016 13:45,2016
30,2.7,0.1408,77,22,nc72669681,37.4128333,-119.009,2.85,39,7,California,9,126,7/30/2016 22:39,2016
14,5.84,0.1107,116,8,nc72677166,37.4865,-118.7791667,2.86,5,8,California,16,126,8/14/2016 8:05,2016
16,3.38,0.0724,15,3,ci37447279,33.8975,-117.8411667,2.88,17,8,California,7,369,8/16/2016 3:17,2016
24,5.2,0.3876,217,4,ci37670408,32.0056667,-116.2381667,2.88,21,8,Mexico,1,128,8/24/2016 4:21,2016
27,95.5,0.2542232,28.7999977,15,ak13808979,60.2799,-152.3027,2.9,25,7,Alaska,55,129,7/27/2016 15:25,2016
28,57,1.40855837,327.6,5,pr16210006,19.7007,-64.3908,2.9,51,7,British Virgin Islands,59,129,7/28/2016 5:51,2016
28,32.4,2.060735,259.1999793,6,ak13814034,50.6235,175.9801,2.9,1,7,Alaska,26,129,7/28/2016 6:01,2016
28,22.18,1.017,203,18,us10006bsh,52.8506,-166.8466,2.9,33,7,Alaska,59,129,7/28/2016 18:33,2016
29,49,0.55695548,237.6,0,pr16211004,18.8831,-65.1419,2.9,23,7,U.S. Virgin Islands,12,129,7/29/2016 0:23,2016
29,4,0.29824067,201.6,21,pr16212000,18.6756,-67.5542,2.9,5,7,Puerto Rico,22,129,7/29/2016 21:05,2016
30,30.71,0.608,194,0,us10006cte,53.3349,-165.952,2.9,29,7,Alaska,16,129,7/30/2016 0:29,2016
30,45,0.56324368,248.4,9,pr16212007,18.8239,-65.5254,2.9,17,7,Puerto Rico,44,129,7/30/2016 9:17,2016
31,131.2,0,53.99999568,15,ak13821181,59.852,-153.2777,2.9,7,7,Alaska,41,129,7/31/2016 15:07,2016
31,63.3,0,0,19,us10006c7j,52.4189,-170.46,2.9,45,7,Alaska,15,129,7/31/2016 19:45,2016
31,40.3,0,230,23,us100069bt,52.818,-166.8352,2.9,1,7,Alaska,18,129,7/31/2016 23:01,2016
1,43.91,1.377,208,19,us100069ci,51.9982,-171.8854,2.9,37,8,Alaska,34,129,8/1/2016 19:37,2016
1,20.2,0,194.3999844,22,ak13825091,54.2235,-162.3729,2.9,9,8,Alaska,5,129,8/1/2016 22:09,2016
3,48,0.56144705,331.2,9,pr16216010,19.0335,-66.4217,2.9,41,8,Puerto Rico,19,129,8/3/2016 9:41,2016
4,72.7,0,0,19,ak13830710,58.1062,-154.7812,2.9,34,8,Alaska,48,129,8/4/2016 19:34,2016
4,51,0.94862094,291.6,21,pr16218000,19.3405,-64.8703,2.9,3,8,British Virgin Islands,56,129,8/4/2016 21:03,2016
5,8,0.14912034,126,15,pr16218009,18.1455,-66.3168,2.9,28,8,Puerto Rico,54,129,8/5/2016 15:28,2016
5,6.59,0,30,18,us10006c76,36.2146,-97.5737,2.9,1,8,Oklahoma,36,129,8/5/2016 18:01,2016
6,111.9,0,0,0,ak13832766,59.6248,-153.4251,2.9,48,8,Alaska,29,129,8/6/2016 0:48,2016
6,6.655,0,152,7,us10006bu4,36.1361,-98.7958,2.9,10,8,Oklahoma,11,129,8/6/2016 7:10,2016
6,10.8,0.171,43.18,11,nn00554926,38.2591,-118.7216,2.9,22,8,Nevada,28,129,8/6/2016 11:22,2016
7,6.2,0,25.19999798,17,ak13835346,65.4149,-144.6867,2.9,19,8,Alaska,36,129,8/7/2016 17:19,2016
10,5,0.175,240,7,us10006cky,36.4978,-99.163,2.9,43,8,Oklahoma,8,130,8/10/2016 7:43,2016
13,78,0.66924489,237.6,20,pr16227000,17.8645,-68.5695,2.9,6,8,Dominican Republic,29,129,8/13/2016 20:06,2016
15,2.09,0.226,25,8,us10006dwm,36.747,-97.6097,2.9,16,8,Oklahoma,50,130,8/15/2016 8:16,2016
16,43,0.62522744,255.6,16,pr16229010,18.9803,-64.9235,2.9,12,8,U.S. Virgin Islands,52,129,8/16/2016 16:12,2016
16,50,0,0,19,ak13846970,57.645,-154.7716,2.9,31,8,Alaska,0,129,8/16/2016 19:31,2016
17,100,0,0,3,ak13847108,59.8484,-153.0934,2.9,27,8,Alaska,21,129,8/17/2016 3:27,2016
17,6.208,0,40,14,us10006ehv,36.2723,-97.5663,2.9,37,8,Oklahoma,23,129,8/17/2016 14:37,2016
17,1,0.29644404,169.2,17,pr16230005,17.919,-65.642,2.9,39,8,Puerto Rico,23,129,8/17/2016 17:39,2016
18,7,0.53898917,302.4,5,pr16231009,18.9235,-67.4197,2.9,39,8,Puerto Rico,15,129,8/18/2016 5:39,2016
19,100,0,0,6,ak13852370,59.6167,-153.4225,2.9,2,8,Alaska,42,129,8/19/2016 6:02,2016
20,15,0.52102286,248.4,21,pr16234000,18.9864,-67.026,2.9,47,8,Puerto Rico,48,129,8/20/2016 21:47,2016
22,7.85,0.057,41,4,us10006fq3,37.0838,-98.0433,2.9,22,8,Kansas,0,130,8/22/2016 4:22,2016
22,2,0.30991877,165.6,21,pr16236000,17.9239,-65.6153,2.9,27,8,Puerto Rico,33,129,8/22/2016 21:27,2016
23,50,0,0,23,ak13876352,60.0374,-152.2006,2.9,34,8,Alaska,22,129,8/23/2016 23:34,2016
24,2.53,0.683,100,3,us10006g9n,38.1524,-104.8066,2.9,12,8,Colorado,31,130,8/24/2016 3:12,2016
25,17,0.8578911,309.6,10,pr16238017,19.1933,-64.7269,2.9,13,8,British Virgin Islands,57,129,8/25/2016 10:13,2016
27,-2,0.197,88,15,mb80163444,46.0183333,-112.4775,2.94,2,7,Montana,6,135,7/27/2016 15:02,2016
1,10.44,0.03362,50,20,nc72669140,38.153,-122.2905,2.94,35,8,California,26,217,8/1/2016 20:35,2016
9,3.042,0.02365,76,1,hv61368956,19.4308333,-155.6145,2.94,45,8,Hawaii,24,133,8/9/2016 1:45,2016
13,5,0.04892,103,21,nc72676921,37.4841667,-118.783,2.95,4,8,California,22,135,8/13/2016 21:04,2016
4,-0.09,0.01099,32,0,nc72670030,38.7776667,-122.7548333,2.96,18,8,California,31,136,8/4/2016 0:18,2016
21,1.32,0.009369,76,3,nc72681916,37.6241667,-118.8913333,2.96,3,8,California,26,136,8/21/2016 3:03,2016
23,2.23,0.008733,86,5,nc72683736,37.6273333,-118.892,2.96,48,8,California,7,135,8/23/2016 5:48,2016
9,16.32,0.1495,41,23,nc72672655,39.3288333,-122.7948333,2.99,24,8,California,19,141,8/9/2016 23:24,2016
27,2.2,2.171228,208.7999833,11,ak13808047,67.6877,-166.7916,3,41,7,Alaska,20,138,7/27/2016 11:41,2016
28,109,1.02228279,302.4,21,pr16211002,19.3344,-65.3324,3,10,7,Puerto Rico,51,138,7/28/2016 21:10,2016
29,115,0.15451023,194.4,11,pr16211005,18.4587,-67.2733,3,10,7,Puerto Rico,33,138,7/29/2016 11:10,2016
31,41.3,1.018,201,12,us10006925,51.6948,176.9222,3,8,7,Alaska,52,138,7/31/2016 12:08,2016
2,63,0.32069856,201.6,10,pr16215001,18.628,-65.3171,3,38,8,Puerto Rico,34,138,8/2/2016 10:38,2016
2,4,0.35663117,273.6,19,pr16215004,18.7395,-67.4225,3,21,8,Puerto Rico,46,138,8/2/2016 19:21,2016
4,177.9,0.0413225,154.7999876,22,ak13830967,55.7346,-162.0136,3,56,8,Alaska,3,138,8/4/2016 22:56,2016
5,60,0.6818213,234,9,pr16218006,17.8493,-68.5579,3,53,8,Dominican Republic,22,138,8/5/2016 9:53,2016
7,6.424,0,29,5,us10006bxi,36.1772,-97.415,3,13,8,Oklahoma,53,139,8/7/2016 5:13,2016
7,71,0,136,20,us10006fgg,51.6694,179.0724,3,29,8,Alaska,21,138,8/7/2016 20:29,2016
8,10,0.66475331,212.4,4,pr16221006,17.9461,-68.009,3,42,8,Dominican Republic,7,138,8/8/2016 4:42,2016
11,221.2,0,0,9,ak13840271,52.2032,-173.3885,3,24,8,Alaska,45,138,8/11/2016 9:24,2016
11,9.48,2.177,245,19,us10006d4x,41.6399,-127.0412,3,28,8,Oregon,52,138,8/11/2016 19:28,2016
11,29.8,0,0,21,ak13840613,51.3055,177.8094,3,32,8,Alaska,53,138,8/11/2016 21:32,2016
11,43,0.86687425,320.4,22,pr16225001,19.2924,-67.4085,3,51,8,Puerto Rico,21,138,8/11/2016 22:51,2016
13,85,0.1176793,309.6,1,pr16226004,18.3715,-67.6027,3,7,8,Puerto Rico,41,138,8/13/2016 1:07,2016
16,122,0.18864621,194.4,2,pr16229001,18.1317,-67.2792,3,15,8,Puerto Rico,15,138,8/16/2016 2:15,2016
16,44.2,0,0,10,ak13846732,51.4568,-175.7514,3,29,8,Alaska,45,138,8/16/2016 10:29,2016
16,6.1,0.376,39.27,14,nn00556452,37.9938,-118.0806,3,59,8,California,45,138,8/16/2016 14:59,2016
17,38,0.66026173,266.4,23,pr16231005,19.0109,-65.0335,3,34,8,U.S. Virgin Islands,12,138,8/17/2016 23:34,2016
19,81,0.49587004,219.6,5,pr16232003,18.0359,-68.5295,3,54,8,Dominican Republic,27,138,8/19/2016 5:54,2016
22,14,0.27578279,147.6,1,pr16235002,18.0431,-65.3695,3,19,8,Puerto Rico,41,138,8/22/2016 1:19,2016
23,25,0.89382371,331.2,11,pr16236012,19.2481,-67.7393,3,34,8,Dominican Republic,45,138,8/23/2016 11:34,2016
23,50,0,0,16,ak13875709,59.8081,-152.5377,3,36,8,Alaska,39,138,8/23/2016 16:36,2016
24,7.2,0,0,4,ak13876822,51.6226,-166.5061,3,37,8,Alaska,16,138,8/24/2016 4:37,2016
24,5,0,0,11,ak13877833,67.2062,-143.1061,3,3,8,Alaska,40,138,8/24/2016 11:03,2016
24,79,0.56144705,237.6,14,pr16237005,18.0181,-68.0989,3,1,8,Dominican Republic,36,138,8/24/2016 14:01,2016
13,5.97,0.1168,106,10,nc72676566,37.479,-118.7826667,3.03,30,8,California,23,142,8/13/2016 10:30,2016
5,4.63,0.01389,50,11,ci37435215,34.5356667,-119.9645,3.05,45,8,California,52,176,8/5/2016 11:45,2016
12,1.817,0.0665,72,5,hv61372256,19.1836667,-155.6401667,3.05,24,8,Hawaii,34,143,8/12/2016 5:24,2016
16,24.09,0.1654,219,15,ci37447719,32.1931667,-115.2223333,3.05,1,8,Mexico,22,143,8/16/2016 15:01,2016
12,29.56,0.04444,172,20,hv61372936,19.2391667,-155.2405,3.07,33,8,Hawaii,13,145,8/12/2016 20:33,2016
14,5.4,0.04829,103,14,nc72677246,37.4836667,-118.7821667,3.07,23,8,California,28,145,8/14/2016 14:23,2016
16,4.45,0.0853,49,17,nc72678436,36.6945,-121.3365,3.07,54,8,California,28,145,8/16/2016 17:54,2016
27,5.96,0.6951,212,20,ci37641192,31.1293333,-114.0478333,3.08,26,7,Mexico,10,147,7/27/2016 20:26,2016
20,4.25,0.03089,47,19,ci37666480,35.9896667,-117.9213333,3.08,44,8,California,37,146,8/20/2016 19:44,2016
27,25.3,2.056,269,21,us10006bs3,50.7456,174.994,3.1,3,7,Alaska,7,148,7/27/2016 21:03,2016
28,42,1.23608183,255.6,9,pr16210010,19.5503,-65.2685,3.1,26,7,Puerto Rico,45,148,7/28/2016 9:26,2016
31,5.83,0.229,59,13,us1000690r,35.0752,-97.572,3.1,26,7,Oklahoma,30,158,7/31/2016 13:26,2016
31,6.7,0.05,27.03,15,nn00553959,39.4347,-119.7375,3.1,0,7,Nevada,6,244,7/31/2016 15:00,2016
31,80,0.75458484,241.2,19,pr16213005,17.7835,-68.5999,3.1,48,7,Dominican Republic,55,148,7/31/2016 19:48,2016
1,52.9,0,201.5999839,2,ak13822428,51.5249,-177.1019,3.1,22,8,Alaska,34,148,8/1/2016 2:22,2016
2,63,1.40406679,313.2,5,pr16215002,19.7935,-64.2861,3.1,10,8,British Virgin Islands,4,148,8/2/2016 5:10,2016
2,11.11,0.112,52,13,us100069hp,36.7634,-98.0793,3.1,55,8,Oklahoma,49,149,8/2/2016 13:55,2016
2,129,0.14193381,147.6,22,pr16216002,18.2357,-67.222,3.1,38,8,Puerto Rico,32,148,8/2/2016 22:38,2016
4,27,0.82914501,313.2,5,pr16217002,19.2968,-67.0231,3.1,31,8,Puerto Rico,4,148,8/4/2016 5:31,2016
5,66.97,0.441,131,15,us10006bqq,55.6209,-159.8656,3.1,58,8,Alaska,22,148,8/5/2016 15:58,2016
5,99.7,0,0,20,ak13832295,60.0526,-152.6732,3.1,11,8,Alaska,51,148,8/5/2016 20:11,2016
6,10,0,194.3999844,0,ak13832762,53.7954,-163.5029,3.1,41,8,Alaska,3,148,8/6/2016 0:41,2016
9,94,0.48509025,201.6,3,pr16222002,18.2152,-67.9595,3.1,56,8,Dominican Republic,27,148,8/9/2016 3:56,2016
9,57.5,0,0,7,ak13838128,57.7375,-154.5828,3.1,43,8,Alaska,32,148,8/9/2016 7:43,2016
9,25.2,0,0,11,ak13838741,51.713,176.0961,3.1,27,8,Alaska,8,148,8/9/2016 11:27,2016
9,103,0.89382371,266.4,20,pr16223001,19.2362,-65.1268,3.1,26,8,U.S. Virgin Islands,57,148,8/9/2016 20:26,2016
12,24,0.65666847,237.6,2,pr16225005,19.6511,-68.6037,3.1,6,8,Dominican Republic,1,148,8/12/2016 2:06,2016
13,10,0.48239531,295.2,14,pr16226010,18.8246,-64.3414,3.1,18,8,British Virgin Islands,52,148,8/13/2016 14:18,2016
14,5.09,0.202,22,8,us10006dr8,36.8021,-97.6148,3.1,22,8,Oklahoma,22,148,8/14/2016 8:22,2016
16,6.343,0,77,13,us10006e6d,36.5139,-97.2135,3.1,48,8,Oklahoma,26,148,8/16/2016 13:48,2016
17,100,0,0,10,ak13847255,59.3069,-152.6506,3.1,27,8,Alaska,24,148,8/17/2016 10:27,2016
18,15,0,0,0,ak13848213,60.0628,-138.5516,3.1,11,8,Alaska,34,148,8/18/2016 0:11,2016
18,50,0,0,2,ak13848587,59.5366,-152.3193,3.1,29,8,Alaska,45,149,8/18/2016 2:29,2016
20,46,0.79141577,316.8,8,pr16233003,19.225,-67.3694,3.1,43,8,Puerto Rico,14,148,8/20/2016 8:43,2016
21,20,0,0,5,ak13863098,56.5386,-159.1101,3.1,36,8,Alaska,41,148,8/21/2016 5:36,2016
25,44,0.81656859,298.8,12,pr16238024,19.2369,-64.6463,3.1,44,8,British Virgin Islands,24,148,8/25/2016 12:44,2016
25,5,0,0,19,ak13879038,67.1566,-143.1224,3.1,19,8,Alaska,25,148,8/25/2016 19:19,2016
21,5.52,0.02611,54,16,ci37667584,33.1588333,-115.6375,3.13,9,8,California,17,151,8/21/2016 16:09,2016
23,3.392,0.006096,86,16,hv61385226,19.4088333,-155.6283333,3.15,13,8,Hawaii,32,153,8/23/2016 16:13,2016
1,10.91,0.0712,44,19,nc72669095,38.4408333,-122.5056667,3.16,32,8,California,47,281,8/1/2016 19:32,2016
4,15.64,0.1407,232,7,ci37647240,32.2406667,-115.225,3.17,8,8,Mexico,24,155,8/4/2016 7:08,2016
6,18.48,0.7629,250,1,nc72671150,40.6655,-125.3436667,3.17,13,8,California,14,155,8/6/2016 1:13,2016
30,11.85,0.02971,22,13,ci37643624,33.196,-116.6825,3.19,22,7,California,28,238,7/30/2016 13:22,2016
16,3.62,0.05146,29,18,nc72678441,36.6943333,-121.3271667,3.19,5,8,California,28,158,8/16/2016 18:05,2016
27,31.8,1.143555,197.9999842,8,ak13806850,54.1201,-161.2719,3.2,31,7,Alaska,18,158,7/27/2016 8:31,2016
30,74.15,0.312,202,20,us100068y9,18.2926,-68.6143,3.2,52,7,Dominican Republic,29,158,7/30/2016 20:52,2016
30,47,1.56845849,334.8,20,pr16213002,19.6662,-68.1904,3.2,52,7,Dominican Republic,33,158,7/30/2016 20:52,2016
30,34,1.25135319,288,22,pr16213001,19.5657,-65.3131,3.2,41,7,Puerto Rico,28,158,7/30/2016 22:41,2016
31,26.62,0.212,223,11,us10006924,51.2215,179.0698,3.2,50,7,Alaska,23,158,7/31/2016 11:50,2016
2,26.3,0,226,19,us10006d0b,51.1288,-178.1359,3.2,25,8,Alaska,24,158,8/2/2016 19:25,2016
5,6.526,0,49,9,us10006abd,36.7108,-98.1088,3.2,43,8,Oklahoma,12,158,8/5/2016 9:43,2016
6,36.24,1.724,223,8,us10006e5k,52.8175,-163.7891,3.2,57,8,Alaska,40,158,8/6/2016 8:57,2016
6,5,0.35034296,205.2,18,pr16219005,17.9769,-65.4117,3.2,8,8,Puerto Rico,15,158,8/6/2016 18:08,2016
8,16,0.77524609,208.8,3,pr16221002,19.1051,-66.0436,3.2,25,8,Puerto Rico,33,158,8/8/2016 3:25,2016
10,6.38,0.134,30,2,us10006cj7,36.2147,-97.5645,3.2,36,8,Oklahoma,53,158,8/10/2016 2:36,2016
12,5,0.28746089,324,20,pr16226002,18.6166,-64.3983,3.2,18,8,British Virgin Islands,45,158,8/12/2016 20:18,2016
